"page","region","type","texte_ou_label","href_ou_action","target","rel","name","input_type","required","id","classes","aria","visible_1440","visible_390","details"
"https://www.syntheticswarm.ai/legal-notice","footer","lien_interne","Synthetic Swarm","/","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/legal-notice","footer","lien_externe","Log in","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","brand-close-login","","oui","oui",""
"https://www.syntheticswarm.ai/legal-notice","footer","lien_interne","Our solution","/our-solution","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/legal-notice","footer","lien_interne","Pricing","/pricing","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/legal-notice","footer","lien_interne","FAQ","/faq","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/legal-notice","footer","lien_interne","About","/about","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/legal-notice","footer","pseudo_lien_desactive","Customers","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/legal-notice","footer","lien_interne","Careers","/careers","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/legal-notice","footer","pseudo_lien_desactive","Media","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/legal-notice","footer","lien_interne","Contact","/contact","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/legal-notice","footer","lien_interne","Legal Notice","/legal-notice","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/legal-notice","footer","lien_interne","Privacy","/privacy","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/legal-notice","footer","lien_interne","Terms","/terms","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/legal-notice","footer","lien_interne","Opt out","/opt-out","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/legal-notice","menu_mobile","button","Close menu","","","","","button","","","mobile-menu-close","aria-label=Close menu","non","non",""
"https://www.syntheticswarm.ai/legal-notice","menu_mobile","lien_interne","","/our-solution","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/legal-notice","menu_mobile","lien_interne","","/pricing","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/legal-notice","menu_mobile","lien_interne","","/about","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/legal-notice","menu_mobile","lien_interne","","/careers","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/legal-notice","menu_mobile","pseudo_lien_desactive","","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/legal-notice","menu_mobile","button+disclosure","Choose language","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=mobile-header-language-options aria-label=Choose language","non","non",""
"https://www.syntheticswarm.ai/legal-notice","menu_mobile","lien_interne+langue","EN","/legal-notice","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/legal-notice","menu_mobile","lien_interne+langue","FR","/mentions-legales","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/legal-notice","menu_mobile","lien_externe","","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","non","non",""
"https://www.syntheticswarm.ai/legal-notice","menu_mobile","button+disclosure+demo","","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=mobile-header-demo-options","non","non",""
"https://www.syntheticswarm.ai/legal-notice","menu_mobile","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/legal-notice","menu_mobile","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","autre","ancre","Aller au contenu","#main","","","","","","","skip-link","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","header","lien_interne","Synthetic Swarm","/index-fr","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","header","lien_interne","Notre solution","/notre-solution","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/mentions-legales","header","lien_interne","Tarifs","/tarifs","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/mentions-legales","header","button+disclosure","À propos","","","","","button","","","nav-link-dropdown shared-chevron-trigger","aria-expanded=false aria-controls=header-about-options","oui","non",""
"https://www.syntheticswarm.ai/mentions-legales","header","lien_interne","Qui sommes-nous","/a-propos","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","header","lien_interne","Recrutement","/recrutement","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","header","pseudo_lien_desactive","Médias","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","header","button+disclosure","Choisir la langue","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=header-language-options aria-label=Choisir la langue","oui","non",""
"https://www.syntheticswarm.ai/mentions-legales","header","lien_interne+langue","FR","/mentions-legales","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","header","lien_interne+langue","EN","/legal-notice","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","header","lien_externe","Connexion","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","oui","non",""
"https://www.syntheticswarm.ai/mentions-legales","header","button+disclosure+demo","Démo","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=header-demo-options","oui","non",""
"https://www.syntheticswarm.ai/mentions-legales","header","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","header","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","header","button","Ouvrir le menu","","","","","button","","","mobile-menu-toggle","aria-label=Ouvrir le menu aria-controls=mobile-menu aria-expanded=false","non","oui",""
"https://www.syntheticswarm.ai/mentions-legales","main","mailto","contact@syntheticswarm.ai","mailto:contact@syntheticswarm.ai","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","lien_externe+demo","Réserver une démo","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","btn-get-started","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","lien_interne","Voir notre solution →","/notre-solution","","","","","","","brand-close-solution","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","form","Newsletter","/api/newsletter","","","","","","","newsletter-form","aria-label=Newsletter","oui","oui","method=post action=/api/newsletter champs=email:email*|:submit|company_website:text"
"https://www.syntheticswarm.ai/mentions-legales","footer","input_email","Votre email","","","","email","email","oui","","","aria-label=Votre email","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","button","S’inscrire","","","","","submit","","","","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","input_text","","","","","company_website","text","","","newsletter-honeypot","aria-hidden=true","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","lien_interne","Synthetic Swarm","/index-fr","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","lien_externe","Se connecter","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","brand-close-login","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","lien_interne","Notre solution","/notre-solution","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","lien_interne","Tarifs","/tarifs","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","lien_interne","FAQ","/faq-fr","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","lien_interne","À propos","/a-propos","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","pseudo_lien_desactive","Nos clients","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","lien_interne","Recrutement","/recrutement","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","pseudo_lien_desactive","Médias","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","lien_interne","Contact","/contact-fr","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","lien_interne","Mentions légales","/mentions-legales","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","lien_interne","Confidentialité","/confidentialite","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","lien_interne","Conditions","/conditions","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","footer","lien_interne","Opposition","/opposition","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/mentions-legales","menu_mobile","button","Fermer le menu","","","","","button","","","mobile-menu-close","aria-label=Fermer le menu","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","menu_mobile","lien_interne","","/notre-solution","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","menu_mobile","lien_interne","","/tarifs","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","menu_mobile","lien_interne","","/a-propos","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","menu_mobile","lien_interne","","/recrutement","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","menu_mobile","pseudo_lien_desactive","","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","menu_mobile","button+disclosure","Choisir la langue","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=mobile-header-language-options aria-label=Choisir la langue","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","menu_mobile","lien_interne+langue","FR","/mentions-legales","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","menu_mobile","lien_interne+langue","EN","/legal-notice","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","menu_mobile","lien_externe","","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","menu_mobile","button+disclosure+demo","","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=mobile-header-demo-options","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","menu_mobile","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/mentions-legales","menu_mobile","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/privacy","autre","ancre","Skip to content","#main","","","","","","","skip-link","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","header","lien_interne","Synthetic Swarm","/","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","header","lien_interne","Our solution","/our-solution","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/privacy","header","lien_interne","Pricing","/pricing","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/privacy","header","button+disclosure","About","","","","","button","","","nav-link-dropdown shared-chevron-trigger","aria-expanded=false aria-controls=header-about-options","oui","non",""
"https://www.syntheticswarm.ai/privacy","header","lien_interne","Who we are","/about","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/privacy","header","lien_interne","Careers","/careers","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/privacy","header","pseudo_lien_desactive","Media","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/privacy","header","button+disclosure","Choose language","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=header-language-options aria-label=Choose language","oui","non",""
"https://www.syntheticswarm.ai/privacy","header","lien_interne+langue","EN","/privacy","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/privacy","header","lien_interne+langue","FR","/confidentialite","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/privacy","header","lien_externe","Log in","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","oui","non",""
"https://www.syntheticswarm.ai/privacy","header","button+disclosure+demo","Demo","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=header-demo-options","oui","non",""
"https://www.syntheticswarm.ai/privacy","header","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/privacy","header","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/privacy","header","button","Open menu","","","","","button","","","mobile-menu-toggle","aria-label=Open menu aria-controls=mobile-menu aria-expanded=false","non","oui",""
"https://www.syntheticswarm.ai/privacy","main","mailto","contact@syntheticswarm.ai","mailto:contact@syntheticswarm.ai","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","main","mailto","contact@syntheticswarm.ai","mailto:contact@syntheticswarm.ai","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","lien_externe+demo","Book a demo","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","btn-get-started","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","lien_interne","Explore our solution →","/our-solution","","","","","","","brand-close-solution","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","form","Newsletter","/api/newsletter","","","","","","","newsletter-form","aria-label=Newsletter","oui","oui","method=post action=/api/newsletter champs=email:email*|:submit|company_website:text"
"https://www.syntheticswarm.ai/privacy","footer","input_email","Your email","","","","email","email","oui","","","aria-label=Your email","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","button","Subscribe","","","","","submit","","","","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","input_text","","","","","company_website","text","","","newsletter-honeypot","aria-hidden=true","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","lien_interne","Synthetic Swarm","/","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","lien_externe","Log in","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","brand-close-login","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","lien_interne","Our solution","/our-solution","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","lien_interne","Pricing","/pricing","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","lien_interne","FAQ","/faq","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","lien_interne","About","/about","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","pseudo_lien_desactive","Customers","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","lien_interne","Careers","/careers","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","pseudo_lien_desactive","Media","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","lien_interne","Contact","/contact","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","lien_interne","Legal Notice","/legal-notice","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","lien_interne","Privacy","/privacy","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","lien_interne","Terms","/terms","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","footer","lien_interne","Opt out","/opt-out","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/privacy","menu_mobile","button","Close menu","","","","","button","","","mobile-menu-close","aria-label=Close menu","non","non",""
"https://www.syntheticswarm.ai/privacy","menu_mobile","lien_interne","","/our-solution","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/privacy","menu_mobile","lien_interne","","/pricing","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/privacy","menu_mobile","lien_interne","","/about","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/privacy","menu_mobile","lien_interne","","/careers","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/privacy","menu_mobile","pseudo_lien_desactive","","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/privacy","menu_mobile","button+disclosure","Choose language","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=mobile-header-language-options aria-label=Choose language","non","non",""
"https://www.syntheticswarm.ai/privacy","menu_mobile","lien_interne+langue","EN","/privacy","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/privacy","menu_mobile","lien_interne+langue","FR","/confidentialite","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/privacy","menu_mobile","lien_externe","","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","non","non",""
"https://www.syntheticswarm.ai/privacy","menu_mobile","button+disclosure+demo","","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=mobile-header-demo-options","non","non",""
"https://www.syntheticswarm.ai/privacy","menu_mobile","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/privacy","menu_mobile","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/confidentialite","autre","ancre","Aller au contenu","#main","","","","","","","skip-link","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","header","lien_interne","Synthetic Swarm","/index-fr","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","header","lien_interne","Notre solution","/notre-solution","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/confidentialite","header","lien_interne","Tarifs","/tarifs","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/confidentialite","header","button+disclosure","À propos","","","","","button","","","nav-link-dropdown shared-chevron-trigger","aria-expanded=false aria-controls=header-about-options","oui","non",""
"https://www.syntheticswarm.ai/confidentialite","header","lien_interne","Qui sommes-nous","/a-propos","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/confidentialite","header","lien_interne","Recrutement","/recrutement","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/confidentialite","header","pseudo_lien_desactive","Médias","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/confidentialite","header","button+disclosure","Choisir la langue","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=header-language-options aria-label=Choisir la langue","oui","non",""
"https://www.syntheticswarm.ai/confidentialite","header","lien_interne+langue","FR","/confidentialite","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/confidentialite","header","lien_interne+langue","EN","/privacy","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/confidentialite","header","lien_externe","Connexion","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","oui","non",""
"https://www.syntheticswarm.ai/confidentialite","header","button+disclosure+demo","Démo","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=header-demo-options","oui","non",""
"https://www.syntheticswarm.ai/confidentialite","header","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/confidentialite","header","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/confidentialite","header","button","Ouvrir le menu","","","","","button","","","mobile-menu-toggle","aria-label=Ouvrir le menu aria-controls=mobile-menu aria-expanded=false","non","oui",""
"https://www.syntheticswarm.ai/confidentialite","main","mailto","contact@syntheticswarm.ai","mailto:contact@syntheticswarm.ai","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","main","mailto","contact@syntheticswarm.ai","mailto:contact@syntheticswarm.ai","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","lien_externe+demo","Réserver une démo","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","btn-get-started","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","lien_interne","Voir notre solution →","/notre-solution","","","","","","","brand-close-solution","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","form","Newsletter","/api/newsletter","","","","","","","newsletter-form","aria-label=Newsletter","oui","oui","method=post action=/api/newsletter champs=email:email*|:submit|company_website:text"
"https://www.syntheticswarm.ai/confidentialite","footer","input_email","Votre email","","","","email","email","oui","","","aria-label=Votre email","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","button","S’inscrire","","","","","submit","","","","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","input_text","","","","","company_website","text","","","newsletter-honeypot","aria-hidden=true","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","lien_interne","Synthetic Swarm","/index-fr","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","lien_externe","Se connecter","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","brand-close-login","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","lien_interne","Notre solution","/notre-solution","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","lien_interne","Tarifs","/tarifs","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","lien_interne","FAQ","/faq-fr","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","lien_interne","À propos","/a-propos","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","pseudo_lien_desactive","Nos clients","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","lien_interne","Recrutement","/recrutement","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","pseudo_lien_desactive","Médias","","","","","","","","nav-disabled","role=link aria-disabled=true","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","lien_interne","Contact","/contact-fr","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","lien_interne","Mentions légales","/mentions-legales","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","lien_interne","Confidentialité","/confidentialite","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","lien_interne","Conditions","/conditions","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","footer","lien_interne","Opposition","/opposition","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/confidentialite","menu_mobile","button","Fermer le menu","","","","","button","","","mobile-menu-close","aria-label=Fermer le menu","non","non",""
"https://www.syntheticswarm.ai/confidentialite","menu_mobile","lien_interne","","/notre-solution","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/confidentialite","menu_mobile","lien_interne","","/tarifs","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/confidentialite","menu_mobile","lien_interne","","/a-propos","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/confidentialite","menu_mobile","lien_interne","","/recrutement","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/confidentialite","menu_mobile","pseudo_lien_desactive","","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/confidentialite","menu_mobile","button+disclosure","Choisir la langue","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=mobile-header-language-options aria-label=Choisir la langue","non","non",""
"https://www.syntheticswarm.ai/confidentialite","menu_mobile","lien_interne+langue","FR","/confidentialite","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/confidentialite","menu_mobile","lien_interne+langue","EN","/privacy","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/confidentialite","menu_mobile","lien_externe","","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","non","non",""
"https://www.syntheticswarm.ai/confidentialite","menu_mobile","button+disclosure+demo","","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=mobile-header-demo-options","non","non",""
"https://www.syntheticswarm.ai/confidentialite","menu_mobile","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/confidentialite","menu_mobile","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/terms","autre","ancre","Skip to content","#main","","","","","","","skip-link","","oui","oui",""
"https://www.syntheticswarm.ai/terms","header","lien_interne","Synthetic Swarm","/","","","","","","","logo","","oui","oui",""
"https://www.syntheticswarm.ai/terms","header","lien_interne","Our solution","/our-solution","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/terms","header","lien_interne","Pricing","/pricing","","","","","","","","","oui","non",""
"https://www.syntheticswarm.ai/terms","header","button+disclosure","About","","","","","button","","","nav-link-dropdown shared-chevron-trigger","aria-expanded=false aria-controls=header-about-options","oui","non",""
"https://www.syntheticswarm.ai/terms","header","lien_interne","Who we are","/about","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/terms","header","lien_interne","Careers","/careers","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/terms","header","pseudo_lien_desactive","Media","","","","","","","","nav-disabled","role=link aria-disabled=true","non","non",""
"https://www.syntheticswarm.ai/terms","header","button+disclosure","Choose language","","","","","button","","","language-trigger shared-chevron-trigger","aria-expanded=false aria-controls=header-language-options aria-label=Choose language","oui","non",""
"https://www.syntheticswarm.ai/terms","header","lien_interne+langue","EN","/terms","","","","","","","","aria-current=true","non","non",""
"https://www.syntheticswarm.ai/terms","header","lien_interne+langue","FR","/conditions","","","","","","","","","non","non",""
"https://www.syntheticswarm.ai/terms","header","lien_externe","Log in","https://app.syntheticswarm.ai/ui/","_blank","noopener noreferrer","","","","","btn-login header-action","","oui","non",""
"https://www.syntheticswarm.ai/terms","header","button+disclosure+demo","Demo","","","","","button","","","btn-get-started header-action","aria-expanded=false aria-controls=header-demo-options","oui","non",""
"https://www.syntheticswarm.ai/terms","header","lien_externe","AxelCEO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/terms","header","lien_externe","IlanCTO↗","https://calendar.app.google/91k1Mpontca7NGea6","_blank","noopener noreferrer","","","","","demo-booking-person","","non","non",""
"https://www.syntheticswarm.ai/terms","header","button","Open menu","","","","","button","","","mobile-menu-toggle","aria-label=Open menu aria-controls=mobile-menu aria-expanded=false","non","oui",""
"https://www.syntheticswarm.ai/terms","main","lien_interne","Pricing","/pricing","","","","","","","","","oui","oui",""
"https://www.syntheticswarm.ai/terms","main","lien_interne","Privacy Policy","/privacy","","","","","","","","","oui","oui",""
